file_name,word,target_sound,label,feedback
science-4.wav,science,s,clear,Your pronunciation of 'science' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
science-5.wav,science,s,clear,Your pronunciation of 'science' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
seal-1.wav,seal,s,unclear,"Your pronunciation of 'seal' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
seal-2.wav,seal,s,clear,Your pronunciation of 'seal' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
seal-3.wav,seal,s,unclear,"Your pronunciation of 'seal' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
seal-4.wav,seal,s,clear,Your pronunciation of 'seal' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
seal-5.wav,seal,s,unclear,"Your pronunciation of 'seal' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
seven-1.wav,seven,s,clear,Your pronunciation of 'seven' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
seven-2.wav,seven,s,unclear,"Your pronunciation of 'seven' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
seven-3.wav,seven,s,clear,Your pronunciation of 'seven' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
seven-4.wav,seven,s,clear,Your pronunciation of 'seven' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
seven-5.wav,seven,s,clear,Your pronunciation of 'seven' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
sister-1.wav,sister,s,clear,Your pronunciation of 'sister' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
sister-2.wav,sister,s,unclear,"Your pronunciation of 'sister' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
sister-3.wav,sister,s,unclear,"Your pronunciation of 'sister' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
sister-4.wav,sister,s,clear,Your pronunciation of 'sister' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
sister-5.wav,sister,s,unclear,"Your pronunciation of 'sister' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
sun-1.wav,sun,s,unclear,"Your pronunciation of 'sun' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
sun-2.wav,sun,s,clear,Your pronunciation of 'sun' sounded clear for the /s/ sound. Keep practicing it slowly and try to make each repetition consistent.
sun-3.wav,sun,s,unclear,"Your pronunciation of 'sun' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
sun-4.wav,sun,s,unclear,"Your pronunciation of 'sun' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
sun-5.wav,sun,s,unclear,"Your pronunciation of 'sun' may need more practice for the /s/ sound. Try saying the word slowly, focusing on steady airflow and a clean /s/ sound. This is non-clinical practice feedback, not a diagnosis."
zebra-1.wav,zebra,z,clear,Your pronunciation of 'zebra' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zebra-2.wav,zebra,z,clear,Your pronunciation of 'zebra' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zebra-3.wav,zebra,z,clear,Your pronunciation of 'zebra' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zebra-4.wav,zebra,z,clear,Your pronunciation of 'zebra' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zebra-5.wav,zebra,z,clear,Your pronunciation of 'zebra' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zero-1.wav,zero,z,clear,Your pronunciation of 'zero' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zero-2.wav,zero,z,unclear,"Your pronunciation of 'zero' may need more practice for the /z/ sound. Try saying the word slowly, focusing on steady airflow and a clean /z/ sound. This is non-clinical practice feedback, not a diagnosis."
zero-3.wav,zero,z,clear,Your pronunciation of 'zero' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zero-4.wav,zero,z,unclear,"Your pronunciation of 'zero' may need more practice for the /z/ sound. Try saying the word slowly, focusing on steady airflow and a clean /z/ sound. This is non-clinical practice feedback, not a diagnosis."
zero-5.wav,zero,z,clear,Your pronunciation of 'zero' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zipper-1.wav,zipper,z,clear,Your pronunciation of 'zipper' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zipper-2.wav,zipper,z,unclear,"Your pronunciation of 'zipper' may need more practice for the /z/ sound. Try saying the word slowly, focusing on steady airflow and a clean /z/ sound. This is non-clinical practice feedback, not a diagnosis."
zipper-3.wav,zipper,z,clear,Your pronunciation of 'zipper' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zipper-4.wav,zipper,z,clear,Your pronunciation of 'zipper' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zipper-5.wav,zipper,z,clear,Your pronunciation of 'zipper' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zone-1.wav,zone,z,clear,Your pronunciation of 'zone' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zone-2.wav,zone,z,clear,Your pronunciation of 'zone' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zone-3.wav,zone,z,clear,Your pronunciation of 'zone' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zone-4.wav,zone,z,clear,Your pronunciation of 'zone' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zone-5.wav,zone,z,clear,Your pronunciation of 'zone' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zoo-1.wav,zoo,z,unclear,"Your pronunciation of 'zoo' may need more practice for the /z/ sound. Try saying the word slowly, focusing on steady airflow and a clean /z/ sound. This is non-clinical practice feedback, not a diagnosis."
zoo-2.wav,zoo,z,clear,Your pronunciation of 'zoo' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zoo-3.wav,zoo,z,clear,Your pronunciation of 'zoo' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zoo-4.wav,zoo,z,clear,Your pronunciation of 'zoo' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
zoo-5.wav,zoo,z,clear,Your pronunciation of 'zoo' sounded clear for the /z/ sound. Keep practicing it slowly and try to make each repetition consistent.
