source,split,original_index,audio_path,speaker_id,gender,age,sentence,word,target_sound,phone,phone_score,label
speechocean762,train,12,000010122.wav,speechocean_0001,m,6,SO MARY WENT ON TO STUDY,study,s,S,2.0,clear
speechocean762,train,15,000010140.wav,speechocean_0001,m,6,DORA IS NOT A CLEANER,dora,r,R,2.0,clear
speechocean762,train,15,000010140.wav,speechocean_0001,m,6,DORA IS NOT A CLEANER,is,z,Z,2.0,clear
speechocean762,train,16,000010145.wav,speechocean_0001,m,6,MARK LIVED IN NEW YORK,mark,r,R,1.8,clear
speechocean762,train,19,000010173.wav,speechocean_0001,m,6,TREES,trees,r,R,2.0,clear
speechocean762,train,20,000050003.wav,speechocean_0005,m,6,MIKE LIKES THE WHITE ONE,likes,s,S,2.0,clear
speechocean762,train,21,000050010.wav,speechocean_0005,m,6,ITS NAME IS SAY,its,s,S,2.0,clear
speechocean762,train,21,000050010.wav,speechocean_0005,m,6,ITS NAME IS SAY,say,s,S,2.0,clear
speechocean762,train,22,000050024.wav,speechocean_0005,m,6,BILLY LOVES AMERICA,america,r,R,2.0,clear
speechocean762,train,23,000050028.wav,speechocean_0005,m,6,TWO TWO EIGHT SEVEN,seven,s,S,2.0,clear
speechocean762,train,24,000050038.wav,speechocean_0005,m,6,FOUR FIVE FOUR SEVEN,four,r,R,1.8,clear
speechocean762,train,24,000050038.wav,speechocean_0005,m,6,FOUR FIVE FOUR SEVEN,four,r,R,1.8,clear
speechocean762,train,24,000050038.wav,speechocean_0005,m,6,FOUR FIVE FOUR SEVEN,seven,s,S,2.0,clear
speechocean762,train,25,000050040.wav,speechocean_0005,m,6,FIVE THREE NINE ZERO,three,r,R,2.0,clear
speechocean762,train,25,000050040.wav,speechocean_0005,m,6,FIVE THREE NINE ZERO,zero,z,Z,2.0,clear
speechocean762,train,26,000050047.wav,speechocean_0005,m,6,SIX FIVE THREE,six,s,S,2.0,clear
speechocean762,train,26,000050047.wav,speechocean_0005,m,6,SIX FIVE THREE,six,s,S,2.0,clear
speechocean762,train,26,000050047.wav,speechocean_0005,m,6,SIX FIVE THREE,three,r,R,2.0,clear
speechocean762,train,28,000050055.wav,speechocean_0005,m,6,WE LESS MEAT,less,s,S,2.0,clear
speechocean762,train,29,000050078.wav,speechocean_0005,m,6,DOSE MIKE LIKE THE HAMBURGER,dose,s,S,2.0,clear
speechocean762,train,30,000050079.wav,speechocean_0005,m,6,ANNIE WANT HAVE SOME PRETTIES,some,s,S,2.0,clear
speechocean762,train,30,000050079.wav,speechocean_0005,m,6,ANNIE WANT HAVE SOME PRETTIES,pretties,r,R,2.0,clear
speechocean762,train,30,000050079.wav,speechocean_0005,m,6,ANNIE WANT HAVE SOME PRETTIES,pretties,s,S,2.0,clear
speechocean762,train,31,000050083.wav,speechocean_0005,m,6,KATE'S GOT SOME GREY,some,s,S,2.0,clear
speechocean762,train,31,000050083.wav,speechocean_0005,m,6,KATE'S GOT SOME GREY,grey,r,R,0.4,unclear
speechocean762,train,33,000050099.wav,speechocean_0005,m,6,TIM HAS A BEAUTIFUL TELL,has,z,Z,1.8,clear
speechocean762,train,34,000050100.wav,speechocean_0005,m,6,JIM LIKES YOUR BLUE SHORE,likes,s,S,2.0,clear
speechocean762,train,34,000050100.wav,speechocean_0005,m,6,JIM LIKES YOUR BLUE SHORE,shore,r,R,1.8,clear
speechocean762,train,35,000050114.wav,speechocean_0005,m,6,ANNIE WENT WALKING THEM PARK,park,r,R,1.8,clear
speechocean762,train,36,000050118.wav,speechocean_0005,m,6,LAYLA CAN SEE THE HOMETOWN,see,s,S,2.0,clear
speechocean762,train,37,000050122.wav,speechocean_0005,m,6,SO TINA WENT ON TO WASHROOM,so,s,S,2.0,clear
speechocean762,train,37,000050122.wav,speechocean_0005,m,6,SO TINA WENT ON TO WASHROOM,washroom,r,R,2.0,clear
speechocean762,train,40,000060015.wav,speechocean_0006,f,6,JAYME IS GOING TO SEE HEN,is,z,Z,2.0,clear
speechocean762,train,40,000060015.wav,speechocean_0006,f,6,JAYME IS GOING TO SEE HEN,see,s,S,2.0,clear
speechocean762,train,41,000060020.wav,speechocean_0006,f,6,DORA IS COME FROM JAPAN,dora,r,R,2.0,clear
speechocean762,train,41,000060020.wav,speechocean_0006,f,6,DORA IS COME FROM JAPAN,is,z,Z,2.0,clear
speechocean762,train,41,000060020.wav,speechocean_0006,f,6,DORA IS COME FROM JAPAN,from,r,R,2.0,clear
speechocean762,train,42,000060029.wav,speechocean_0006,f,6,SIX ONE SIX ZERO,six,s,S,2.0,clear
speechocean762,train,42,000060029.wav,speechocean_0006,f,6,SIX ONE SIX ZERO,six,s,S,2.0,clear
speechocean762,train,42,000060029.wav,speechocean_0006,f,6,SIX ONE SIX ZERO,six,s,S,2.0,clear
speechocean762,train,42,000060029.wav,speechocean_0006,f,6,SIX ONE SIX ZERO,six,s,S,2.0,clear
speechocean762,train,42,000060029.wav,speechocean_0006,f,6,SIX ONE SIX ZERO,zero,z,Z,2.0,clear
speechocean762,train,43,000060031.wav,speechocean_0006,f,6,FIVE TWO FOUR SEVEN,four,r,R,2.0,clear
speechocean762,train,43,000060031.wav,speechocean_0006,f,6,FIVE TWO FOUR SEVEN,seven,s,S,2.0,clear
speechocean762,train,44,000060049.wav,speechocean_0006,f,6,ZERO THREE FIVE,zero,z,Z,2.0,clear
speechocean762,train,44,000060049.wav,speechocean_0006,f,6,ZERO THREE FIVE,three,th,TH,2.0,clear
speechocean762,train,44,000060049.wav,speechocean_0006,f,6,ZERO THREE FIVE,three,r,R,2.0,clear
speechocean762,train,45,000060056.wav,speechocean_0006,f,6,PHONE PARTS TICKETS,parts,r,R,2.0,clear
speechocean762,train,45,000060056.wav,speechocean_0006,f,6,PHONE PARTS TICKETS,parts,s,S,2.0,clear
speechocean762,train,45,000060056.wav,speechocean_0006,f,6,PHONE PARTS TICKETS,tickets,s,S,2.0,clear
speechocean762,train,47,000060081.wav,speechocean_0006,f,6,DOES LAYLA LIKE THE JAM,does,z,Z,2.0,clear
speechocean762,train,48,000060082.wav,speechocean_0006,f,6,KATE LIKES LAMB,likes,s,S,2.0,clear
speechocean762,train,49,000060083.wav,speechocean_0006,f,6,MARK GOT SOME NOODLES,mark,r,R,2.0,clear
speechocean762,train,49,000060083.wav,speechocean_0006,f,6,MARK GOT SOME NOODLES,some,s,S,2.0,clear
speechocean762,train,50,000060094.wav,speechocean_0006,f,6,TOM LIKES THE OLD SWEATER,likes,s,S,2.0,clear
speechocean762,train,50,000060094.wav,speechocean_0006,f,6,TOM LIKES THE OLD SWEATER,sweater,s,S,2.0,clear
speechocean762,train,51,000060102.wav,speechocean_0006,f,6,BOB NEEDS NEW BOOTS,needs,z,Z,1.8,clear
speechocean762,train,51,000060102.wav,speechocean_0006,f,6,BOB NEEDS NEW BOOTS,boots,s,S,2.0,clear
speechocean762,train,52,000060106.wav,speechocean_0006,f,6,TOM CAN SEE THE MOTOR CYCLE,see,s,S,2.0,clear
speechocean762,train,52,000060106.wav,speechocean_0006,f,6,TOM CAN SEE THE MOTOR CYCLE,cycle,s,S,2.0,clear
speechocean762,train,53,000060111.wav,speechocean_0006,f,6,HE LEFT THE FRUIT STAND,fruit,r,R,2.0,clear
speechocean762,train,53,000060111.wav,speechocean_0006,f,6,HE LEFT THE FRUIT STAND,stand,s,S,2.0,clear
speechocean762,train,54,000060113.wav,speechocean_0006,f,6,LET'S GO TO THE GYM,let's,s,S,2.0,clear
speechocean762,train,55,000060116.wav,speechocean_0006,f,6,SO MARK WHEN TO THE PET SHOP,so,s,S,2.0,clear
speechocean762,train,55,000060116.wav,speechocean_0006,f,6,SO MARK WHEN TO THE PET SHOP,mark,r,R,2.0,clear
speechocean762,train,56,000060124.wav,speechocean_0006,f,6,SO ALICE WENT ON TO VILLAGE,so,s,S,2.0,clear
speechocean762,train,56,000060124.wav,speechocean_0006,f,6,SO ALICE WENT ON TO VILLAGE,alice,s,S,2.0,clear
speechocean762,train,57,000060130.wav,speechocean_0006,f,6,NO THAT'S TOMATO,that's,s,S,2.0,clear
speechocean762,train,59,000060153.wav,speechocean_0006,f,6,WHAT LOVELY CLEAN TEETH,teeth,th,TH,1.8,clear
speechocean762,train,60,000260001.wav,speechocean_0026,f,6,LAYLA LOVE BROWN,brown,r,R,2.0,clear
speechocean762,train,61,000260011.wav,speechocean_0026,f,6,ANDY CAN SEE THE HEN,see,s,S,2.0,clear
speechocean762,train,62,000260015.wav,speechocean_0026,f,6,JOHN IS GOING TO SEE COW,is,z,Z,1.8,clear
speechocean762,train,62,000260015.wav,speechocean_0026,f,6,JOHN IS GOING TO SEE COW,see,s,S,2.0,clear
speechocean762,train,63,000260032.wav,speechocean_0026,f,6,ONE ONE ZERO EIGHT,zero,z,Z,2.0,clear
speechocean762,train,64,000260033.wav,speechocean_0026,f,6,THREE ONE SEVEN NINE,three,th,TH,1.8,clear
speechocean762,train,64,000260033.wav,speechocean_0026,f,6,THREE ONE SEVEN NINE,three,r,R,2.0,clear
speechocean762,train,64,000260033.wav,speechocean_0026,f,6,THREE ONE SEVEN NINE,seven,s,S,2.0,clear
speechocean762,train,65,000260039.wav,speechocean_0026,f,6,EIGHT ZERO SIX TWO,zero,z,Z,2.0,clear
speechocean762,train,65,000260039.wav,speechocean_0026,f,6,EIGHT ZERO SIX TWO,six,s,S,2.0,clear
speechocean762,train,65,000260039.wav,speechocean_0026,f,6,EIGHT ZERO SIX TWO,six,s,S,2.0,clear
speechocean762,train,66,000260048.wav,speechocean_0026,f,6,THREE ZERO EIGHT SEVEN,three,th,TH,1.8,clear
speechocean762,train,66,000260048.wav,speechocean_0026,f,6,THREE ZERO EIGHT SEVEN,three,r,R,2.0,clear
speechocean762,train,66,000260048.wav,speechocean_0026,f,6,THREE ZERO EIGHT SEVEN,zero,z,Z,2.0,clear
speechocean762,train,66,000260048.wav,speechocean_0026,f,6,THREE ZERO EIGHT SEVEN,seven,s,S,2.0,clear
speechocean762,train,67,000260050.wav,speechocean_0026,f,6,ZERO EIGHT THREE ONE,zero,z,Z,2.0,clear
speechocean762,train,67,000260050.wav,speechocean_0026,f,6,ZERO EIGHT THREE ONE,three,th,TH,1.8,clear
speechocean762,train,67,000260050.wav,speechocean_0026,f,6,ZERO EIGHT THREE ONE,three,r,R,2.0,clear
speechocean762,train,68,000260052.wav,speechocean_0026,f,6,SIX EIGHT SIX SEVEN,six,s,S,2.0,clear
speechocean762,train,68,000260052.wav,speechocean_0026,f,6,SIX EIGHT SIX SEVEN,six,s,S,2.0,clear
speechocean762,train,68,000260052.wav,speechocean_0026,f,6,SIX EIGHT SIX SEVEN,six,s,S,2.0,clear
speechocean762,train,68,000260052.wav,speechocean_0026,f,6,SIX EIGHT SIX SEVEN,six,s,S,2.0,clear
speechocean762,train,68,000260052.wav,speechocean_0026,f,6,SIX EIGHT SIX SEVEN,seven,s,S,2.0,clear
speechocean762,train,70,000260075.wav,speechocean_0026,f,6,HE LIKES RACING,likes,s,S,2.0,clear
speechocean762,train,70,000260075.wav,speechocean_0026,f,6,HE LIKES RACING,racing,r,R,2.0,clear
speechocean762,train,70,000260075.wav,speechocean_0026,f,6,HE LIKES RACING,racing,s,S,2.0,clear
speechocean762,train,71,000260091.wav,speechocean_0026,f,6,DORA LIKES YOUR RED JEANS,dora,r,R,2.0,clear
speechocean762,train,71,000260091.wav,speechocean_0026,f,6,DORA LIKES YOUR RED JEANS,red,r,R,2.0,clear
speechocean762,train,72,000260095.wav,speechocean_0026,f,6,BOB LOVES THE NEW CLOTH,cloth,th,TH,2.0,clear
speechocean762,train,73,000260096.wav,speechocean_0026,f,6,JOHN NEEDS NEW T SHIRT,needs,z,Z,2.0,clear
speechocean762,train,74,000260112.wav,speechocean_0026,f,6,THEN LILLY WALKS TO MUSIC ROOM,walks,s,S,2.0,clear
speechocean762,train,74,000260112.wav,speechocean_0026,f,6,THEN LILLY WALKS TO MUSIC ROOM,music,z,Z,2.0,clear
speechocean762,train,74,000260112.wav,speechocean_0026,f,6,THEN LILLY WALKS TO MUSIC ROOM,room,r,R,2.0,clear
speechocean762,train,75,000260115.wav,speechocean_0026,f,6,THEN TIM WALKS TO THEM PARK,walks,s,S,2.0,clear
speechocean762,train,75,000260115.wav,speechocean_0026,f,6,THEN TIM WALKS TO THEM PARK,park,r,R,2.0,clear
speechocean762,train,76,000260121.wav,speechocean_0026,f,6,THEN MANDY WALKS TO RESTROOM,walks,s,S,2.0,clear
speechocean762,train,76,000260121.wav,speechocean_0026,f,6,THEN MANDY WALKS TO RESTROOM,restroom,r,R,2.0,clear
speechocean762,train,76,000260121.wav,speechocean_0026,f,6,THEN MANDY WALKS TO RESTROOM,restroom,s,S,2.0,clear
speechocean762,train,76,000260121.wav,speechocean_0026,f,6,THEN MANDY WALKS TO RESTROOM,restroom,r,R,2.0,clear
speechocean762,train,78,000260133.wav,speechocean_0026,f,6,ANDY GOT THE MUSHROOM,mushroom,r,R,2.0,clear
speechocean762,train,79,000260166.wav,speechocean_0026,f,6,NOW FOR THE PARTY,for,r,R,2.0,clear
speechocean762,train,79,000260166.wav,speechocean_0026,f,6,NOW FOR THE PARTY,party,r,R,2.0,clear
speechocean762,train,80,000360013.wav,speechocean_0036,f,21,IT'S JUST SO HARD TO PICTURE,it's,s,S,2.0,clear
speechocean762,train,80,000360013.wav,speechocean_0036,f,21,IT'S JUST SO HARD TO PICTURE,just,s,S,2.0,clear
speechocean762,train,80,000360013.wav,speechocean_0036,f,21,IT'S JUST SO HARD TO PICTURE,so,s,S,2.0,clear
speechocean762,train,80,000360013.wav,speechocean_0036,f,21,IT'S JUST SO HARD TO PICTURE,hard,r,R,2.0,clear
speechocean762,train,81,000360034.wav,speechocean_0036,f,21,WE SPEAK OUT WHEN WE FEEL WE SHOULD SPEAK OUT,speak,s,S,2.0,clear
speechocean762,train,81,000360034.wav,speechocean_0036,f,21,WE SPEAK OUT WHEN WE FEEL WE SHOULD SPEAK OUT,speak,s,S,2.0,clear
speechocean762,train,82,000360036.wav,speechocean_0036,f,21,I COULD DO WITH A BREAK,break,r,R,2.0,clear
speechocean762,train,83,000360132.wav,speechocean_0036,f,21,IT IS ALWAYS SO NICE TO SEE YOU,is,z,Z,2.0,clear
speechocean762,train,83,000360132.wav,speechocean_0036,f,21,IT IS ALWAYS SO NICE TO SEE YOU,always,z,Z,2.0,clear
speechocean762,train,83,000360132.wav,speechocean_0036,f,21,IT IS ALWAYS SO NICE TO SEE YOU,so,s,S,2.0,clear
speechocean762,train,83,000360132.wav,speechocean_0036,f,21,IT IS ALWAYS SO NICE TO SEE YOU,nice,s,S,2.0,clear
speechocean762,train,83,000360132.wav,speechocean_0036,f,21,IT IS ALWAYS SO NICE TO SEE YOU,see,s,S,2.0,clear
speechocean762,train,84,000360133.wav,speechocean_0036,f,21,UNFORTUNATELY NO ONE IS ALLOW TO SAY,is,z,Z,1.8,clear
speechocean762,train,84,000360133.wav,speechocean_0036,f,21,UNFORTUNATELY NO ONE IS ALLOW TO SAY,say,s,S,2.0,clear
speechocean762,train,85,000360161.wav,speechocean_0036,f,21,ALMOST TIME FOR A HAIRCUT,almost,s,S,2.0,clear
speechocean762,train,85,000360161.wav,speechocean_0036,f,21,ALMOST TIME FOR A HAIRCUT,haircut,r,R,1.8,clear
speechocean762,train,86,000360190.wav,speechocean_0036,f,21,SO YOU WANT TO BE MORE PRODUCTIVE,so,s,S,2.0,clear
speechocean762,train,86,000360190.wav,speechocean_0036,f,21,SO YOU WANT TO BE MORE PRODUCTIVE,productive,r,R,2.0,clear
speechocean762,train,87,000360210.wav,speechocean_0036,f,21,STARTING CAN NOT BE BETTER THAN THIS,starting,s,S,2.0,clear
speechocean762,train,87,000360210.wav,speechocean_0036,f,21,STARTING CAN NOT BE BETTER THAN THIS,starting,r,R,2.0,clear
speechocean762,train,87,000360210.wav,speechocean_0036,f,21,STARTING CAN NOT BE BETTER THAN THIS,this,s,S,2.0,clear
speechocean762,train,88,000360223.wav,speechocean_0036,f,21,I KEEP IT TO BE AMUSED BY THE STUPIDITY,amused,z,Z,0.8,unclear
speechocean762,train,88,000360223.wav,speechocean_0036,f,21,I KEEP IT TO BE AMUSED BY THE STUPIDITY,stupidity,s,S,2.0,clear
speechocean762,train,89,000360241.wav,speechocean_0036,f,21,AFTER THAT I BE READY TO GO,ready,r,R,2.0,clear
speechocean762,train,90,000360264.wav,speechocean_0036,f,21,I THANK YOU FOR YOUR SYMPATHY BECAUSE IT COUNTS,sympathy,s,S,2.0,clear
speechocean762,train,90,000360264.wav,speechocean_0036,f,21,I THANK YOU FOR YOUR SYMPATHY BECAUSE IT COUNTS,because,z,Z,1.8,clear
speechocean762,train,90,000360264.wav,speechocean_0036,f,21,I THANK YOU FOR YOUR SYMPATHY BECAUSE IT COUNTS,counts,s,S,2.0,clear
speechocean762,train,92,000360313.wav,speechocean_0036,f,21,HE NODDED HIS HEAD AND SMILED,smiled,s,S,2.0,clear
speechocean762,train,93,000360314.wav,speechocean_0036,f,21,BUT TELL ME THE TRUTH,truth,r,R,2.0,clear
speechocean762,train,93,000360314.wav,speechocean_0036,f,21,BUT TELL ME THE TRUTH,truth,th,TH,2.0,clear
speechocean762,train,94,000360332.wav,speechocean_0036,f,21,THE FIRST QUESTION WAS AN OBVIOUS ONE,first,s,S,2.0,clear
speechocean762,train,94,000360332.wav,speechocean_0036,f,21,THE FIRST QUESTION WAS AN OBVIOUS ONE,question,s,S,2.0,clear
speechocean762,train,94,000360332.wav,speechocean_0036,f,21,THE FIRST QUESTION WAS AN OBVIOUS ONE,was,z,Z,1.8,clear
speechocean762,train,94,000360332.wav,speechocean_0036,f,21,THE FIRST QUESTION WAS AN OBVIOUS ONE,obvious,s,S,2.0,clear
speechocean762,train,95,000360334.wav,speechocean_0036,f,21,THE SHOCK WAS TOO MUCH FOR HIM,was,z,Z,1.8,clear
speechocean762,train,97,000360343.wav,speechocean_0036,f,21,HE WAS ALWAYS READY TO DO ANYTHING WHATEVER,was,z,Z,2.0,clear
speechocean762,train,97,000360343.wav,speechocean_0036,f,21,HE WAS ALWAYS READY TO DO ANYTHING WHATEVER,always,z,Z,1.8,clear
speechocean762,train,97,000360343.wav,speechocean_0036,f,21,HE WAS ALWAYS READY TO DO ANYTHING WHATEVER,ready,r,R,2.0,clear
speechocean762,train,98,000360360.wav,speechocean_0036,f,21,THE LONG AND THE SHORT OF IT IS THIS,this,s,S,2.0,clear
speechocean762,train,100,000480010.wav,speechocean_0048,m,6,IT'S NOT FISH,it's,s,S,2.0,clear
speechocean762,train,101,000480014.wav,speechocean_0048,m,6,JOHN CAN SEE THE SHEEP,see,s,S,2.0,clear
speechocean762,train,102,000480015.wav,speechocean_0048,m,6,LYNDA IS GOING TO SEE ELEPHANT,is,z,Z,2.0,clear
speechocean762,train,102,000480015.wav,speechocean_0048,m,6,LYNDA IS GOING TO SEE ELEPHANT,see,s,S,2.0,clear
speechocean762,train,105,000480023.wav,speechocean_0048,m,6,BRO IS FROM JUMP,bro,r,R,2.0,clear
speechocean762,train,105,000480023.wav,speechocean_0048,m,6,BRO IS FROM JUMP,is,z,Z,2.0,clear
speechocean762,train,105,000480023.wav,speechocean_0048,m,6,BRO IS FROM JUMP,from,r,R,2.0,clear
speechocean762,train,106,000480033.wav,speechocean_0048,m,6,ZERO FIVE EIGHT THREE,zero,z,Z,2.0,clear
speechocean762,train,106,000480033.wav,speechocean_0048,m,6,ZERO FIVE EIGHT THREE,three,th,TH,0.2,unclear
speechocean762,train,106,000480033.wav,speechocean_0048,m,6,ZERO FIVE EIGHT THREE,three,r,R,0.4,unclear
speechocean762,train,107,000480045.wav,speechocean_0048,m,6,FIVE NINE SIX FIVE,six,s,S,2.0,clear
speechocean762,train,107,000480045.wav,speechocean_0048,m,6,FIVE NINE SIX FIVE,six,s,S,2.0,clear
speechocean762,train,109,000480081.wav,speechocean_0048,m,6,DOES KATE LIKE THE BREAD,does,z,Z,2.0,clear
speechocean762,train,109,000480081.wav,speechocean_0048,m,6,DOES KATE LIKE THE BREAD,bread,r,R,2.0,clear
speechocean762,train,110,000480089.wav,speechocean_0048,m,6,LILLY HAS A BIG LEG,has,z,Z,2.0,clear
speechocean762,train,113,000480119.wav,speechocean_0048,m,6,SO HE WHEN TO T V ROOM,so,s,S,2.0,clear
speechocean762,train,115,000480134.wav,speechocean_0048,m,6,LIKES THE STRING BEAN,likes,s,S,1.8,clear
speechocean762,train,115,000480134.wav,speechocean_0048,m,6,LIKES THE STRING BEAN,string,r,R,0.4,unclear
speechocean762,train,116,000480136.wav,speechocean_0048,m,6,SHE WANTS DO A STUDENT,wants,s,S,2.0,clear
speechocean762,train,116,000480136.wav,speechocean_0048,m,6,SHE WANTS DO A STUDENT,student,s,S,2.0,clear
speechocean762,train,119,000480159.wav,speechocean_0048,m,6,I'M NOT AT ALL FREED,freed,r,R,2.0,clear
speechocean762,train,120,000530003.wav,speechocean_0053,f,6,MIKE LIKES THE ORANGE ONE,likes,s,S,2.0,clear
speechocean762,train,120,000530003.wav,speechocean_0053,f,6,MIKE LIKES THE ORANGE ONE,orange,r,R,2.0,clear
speechocean762,train,123,000530027.wav,speechocean_0053,f,6,THREE THREE NINE,three,th,TH,0.8,unclear
speechocean762,train,123,000530027.wav,speechocean_0053,f,6,THREE THREE NINE,three,th,TH,0.8,unclear
speechocean762,train,124,000530030.wav,speechocean_0053,f,6,SIX FOUR FIVE SIX,six,s,S,2.0,clear
speechocean762,train,124,000530030.wav,speechocean_0053,f,6,SIX FOUR FIVE SIX,six,s,S,2.0,clear
speechocean762,train,124,000530030.wav,speechocean_0053,f,6,SIX FOUR FIVE SIX,four,r,R,2.0,clear
speechocean762,train,124,000530030.wav,speechocean_0053,f,6,SIX FOUR FIVE SIX,six,s,S,2.0,clear
speechocean762,train,124,000530030.wav,speechocean_0053,f,6,SIX FOUR FIVE SIX,six,s,S,2.0,clear
speechocean762,train,125,000530037.wav,speechocean_0053,f,6,FOUR THREE FOUR TWO,three,th,TH,1.8,clear
speechocean762,train,125,000530037.wav,speechocean_0053,f,6,FOUR THREE FOUR TWO,three,r,R,1.8,clear
speechocean762,train,127,000530055.wav,speechocean_0053,f,6,BOOTS MOUNTAINS TREES,boots,s,S,2.0,clear
speechocean762,train,127,000530055.wav,speechocean_0053,f,6,BOOTS MOUNTAINS TREES,mountains,s,S,2.0,clear
speechocean762,train,127,000530055.wav,speechocean_0053,f,6,BOOTS MOUNTAINS TREES,trees,r,R,2.0,clear
speechocean762,train,128,000530060.wav,speechocean_0053,f,6,SIR THREE PLANTING GRAFF,sir,s,S,2.0,clear
speechocean762,train,128,000530060.wav,speechocean_0053,f,6,SIR THREE PLANTING GRAFF,three,th,TH,1.8,clear
speechocean762,train,128,000530060.wav,speechocean_0053,f,6,SIR THREE PLANTING GRAFF,three,r,R,1.8,clear
speechocean762,train,128,000530060.wav,speechocean_0053,f,6,SIR THREE PLANTING GRAFF,graff,r,R,2.0,clear
speechocean762,train,129,000530063.wav,speechocean_0053,f,6,SANDWICH GIVE HIM,sandwich,s,S,2.0,clear
speechocean762,train,130,000530076.wav,speechocean_0053,f,6,LAYLA WANTS HAVE SOME BISCUIT,wants,s,S,2.0,clear
speechocean762,train,130,000530076.wav,speechocean_0053,f,6,LAYLA WANTS HAVE SOME BISCUIT,some,s,S,2.0,clear
speechocean762,train,130,000530076.wav,speechocean_0053,f,6,LAYLA WANTS HAVE SOME BISCUIT,biscuit,s,S,2.0,clear
speechocean762,train,132,000530094.wav,speechocean_0053,f,6,LIYA LIKES THE OLD SAFE,likes,s,S,2.0,clear
speechocean762,train,132,000530094.wav,speechocean_0053,f,6,LIYA LIKES THE OLD SAFE,safe,s,S,2.0,clear
speechocean762,train,133,000530109.wav,speechocean_0053,f,6,MIKE CAN SEE THE TRAIN,see,s,S,2.0,clear
speechocean762,train,133,000530109.wav,speechocean_0053,f,6,MIKE CAN SEE THE TRAIN,train,r,R,2.0,clear
speechocean762,train,134,000530112.wav,speechocean_0053,f,6,THEN JAYME WALKS TO TOILET,walks,s,S,2.0,clear
speechocean762,train,135,000530115.wav,speechocean_0053,f,6,THEN TOM WALKS TO ART ROOM,walks,s,S,2.0,clear
speechocean762,train,135,000530115.wav,speechocean_0053,f,6,THEN TOM WALKS TO ART ROOM,room,r,R,2.0,clear
speechocean762,train,136,000530145.wav,speechocean_0053,f,6,SHE LIKES THE BIG GREEN CITY LONDON,likes,s,S,2.0,clear
speechocean762,train,136,000530145.wav,speechocean_0053,f,6,SHE LIKES THE BIG GREEN CITY LONDON,city,s,S,2.0,clear
speechocean762,train,138,000530163.wav,speechocean_0053,f,6,WHERE DID THAT COME FROM,where,r,R,2.0,clear
speechocean762,train,138,000530163.wav,speechocean_0053,f,6,WHERE DID THAT COME FROM,from,r,R,0.0,unclear
speechocean762,train,142,000540014.wav,speechocean_0054,m,6,JAYME CAN SEE THE DOG,see,s,S,2.0,clear
speechocean762,train,143,000540018.wav,speechocean_0054,m,6,BILLY IS GOING TO SEE FOX,is,z,Z,1.8,clear
speechocean762,train,143,000540018.wav,speechocean_0054,m,6,BILLY IS GOING TO SEE FOX,see,s,S,2.0,clear
